MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
Fix,GT,37.3812544000,-121.8964949000,-14.239612957093584,2.1957748,0.1,292.65793,1694126918443,,,,
Fix,GT,37.3812589000,-121.8965212000,-14.215989979075175,2.4644122,0.1,284.83844,1694126919443,,,,
Fix,GT,37.3812613000,-121.8965498000,-14.185486840365229,2.6026344,0.1,278.18097,1694126920443,,,,
Fix,GT,37.3812626000,-121.8965807000,-14.184612341099466,2.8861492,0.1,274.29642,1694126921443,,,,
Fix,GT,37.3812632000,-121.8966153000,-14.17417570465534,3.21318,0.1,271.73703,1694126922443,,,,
Fix,GT,37.3812637000,-121.8966531000,-14.154738404266254,3.4519181,0.1,271.16455,1694126923443,,,,
Fix,GT,37.3812643000,-121.8966938000,-14.137738205901996,3.6828752,0.1,271.10654,1694126924443,,,,
Fix,GT,37.3812649000,-121.8967349000,-14.109426987094565,3.5858374,0.1,271.16043,1694126925443,,,,
Fix,GT,37.3812656000,-121.8967756000,-14.083301474446671,3.680442,0.1,271.09436,1694126926443,,,,
Fix,GT,37.3812662000,-121.8968183000,-14.05717470544164,3.8739645,0.1,271.01938,1694126927443,,,,
Fix,GT,37.3812669000,-121.8968624000,-14.029797624235698,3.8868597,0.1,271.00586,1694126928443,,,,
Fix,GT,37.3812672000,-121.8969055000,-14.020486879227064,3.7406507,0.1,270.62302,1694126929443,,,,
Fix,GT,37.3812675000,-121.8969469000,-14.012611877561682,3.5824223,0.1,270.5843,1694126930443,,,,
Fix,GT,37.3812681000,-121.8969864000,-13.999175096030882,3.41355,0.1,271.0085,1694126931443,,,,
Fix,GT,37.3812688000,-121.8970240000,-13.986175561775326,3.2704897,0.1,271.35638,1694126932443,,,,
Fix,GT,37.3812696000,-121.8970603000,-13.972175085839979,3.1530874,0.1,271.4179,1694126933443,,,,
Fix,GT,37.3812703000,-121.8970954000,-13.961612653615703,3.0735664,0.1,271.4009,1694126934443,,,,
Fix,GT,37.3812711000,-121.8971297000,-13.956049503205719,3.0227802,0.1,271.62073,1694126935443,,,,
Fix,GT,37.3812717000,-121.8971636000,-13.939612340512667,2.9720817,0.1,271.47342,1694126936443,,,,
Fix,GT,37.3812723000,-121.8971969000,-13.92117502873731,2.9284298,0.1,271.14526,1694126937443,,,,
Fix,GT,37.3812728000,-121.8972298000,-13.911486673709987,2.9094214,0.1,271.36908,1694126938443,,,,
Fix,GT,37.3812739000,-121.8972627000,-13.901612770552049,2.936883,0.1,272.0,1694126939443,,,,
Fix,GT,37.3812749000,-121.8972963000,-13.887738203577214,3.0147748,0.1,271.9907,1694126940443,,,,
Fix,GT,37.3812756000,-121.8973310000,-13.873612355711884,3.1354787,0.1,271.69025,1694126941443,,,,
Fix,GT,37.3812763000,-121.8973670000,-13.866612386229463,3.202028,0.1,271.3958,1694126942443,,,,
Fix,GT,37.3812771000,-121.8974028000,-13.843738118937125,3.158277,0.1,271.7134,1694126943443,,,,
Fix,GT,37.3812782000,-121.8974378000,-13.809738134912664,3.007265,0.1,272.0728,1694126944443,,,,
Fix,GT,37.3812792000,-121.8974697000,-13.779738402120302,2.6316154,0.1,272.2572,1694126945443,,,,
Fix,GT,37.3812800000,-121.8974974000,-13.770049638448654,2.2940261,0.1,272.03635,1694126946443,,,,
Fix,GT,37.3812804000,-121.8975226000,-13.760301517123821,2.1980956,0.1,271.6891,1694126947443,,,,
Fix,GT,37.3812810000,-121.8975466000,-13.720863766368382,2.049815,0.1,271.80334,1694126948443,,,,
Fix,GT,37.3812817000,-121.8975693000,-13.689301418180094,2.0182028,0.1,272.075,1694126949443,,,,
Fix,GT,37.3812824000,-121.8975926000,-13.643864093769992,2.1086245,0.1,272.15106,1694126950443,,,,
Fix,GT,37.3812830000,-121.8976169000,-13.61061199855115,2.1999817,0.1,271.78906,1694126951443,,,,
Fix,GT,37.3812834000,-121.8976423000,-13.583738706999469,2.2628062,0.1,271.35764,1694126952443,,,,
Fix,GT,37.3812837000,-121.8976679000,-13.551301062479638,2.196827,0.1,271.0566,1694126953443,,,,
Fix,GT,37.3812839000,-121.8976892000,-13.543360734768726,1.625838,0.1,270.87885,1694126954443,,,,
Fix,GT,37.3812841000,-121.8977088000,-13.546049118041992,1.8343611,0.1,270.83044,1694126955443,,,,
Fix,GT,37.3812842000,-121.8977306000,-13.52786351491801,2.006544,0.1,270.3354,1694126956443,,,,
Fix,GT,37.3812807000,-121.8977529000,-13.460989452317705,1.8947365,0.1,261.89658,1694126957443,,,,
Fix,GT,37.3812702000,-121.8977706000,-13.385990044521122,1.7589093,0.1,243.33382,1694126958443,,,,
Fix,GT,37.3812552000,-121.8977815000,-13.321427692577657,1.8023119,0.1,222.57181,1694126959443,,,,
Fix,GT,37.3812374000,-121.8977881000,-13.254990874725905,2.0691206,0.1,205.45789,1694126960443,,,,
Fix,GT,37.3812163000,-121.8977904000,-13.206175290403223,2.46665,0.1,191.11171,1694126961443,,,,
Fix,GT,37.3811921000,-121.8977905000,-13.177738556855303,2.8324869,0.1,182.66301,1694126962443,,,,
Fix,GT,37.3811657000,-121.8977902000,-13.157738659910251,2.9654202,0.1,180.46417,1694126963443,,,,
Fix,GT,37.3811387000,-121.8977905000,-13.13342742335189,3.002091,0.1,180.43265,1694126964443,,,,
Fix,GT,37.3811116000,-121.8977905000,-13.094738398075549,3.014563,0.1,179.96805,1694126965443,,,,
Fix,GT,37.3810845000,-121.8977902000,-13.06530179406991,2.9974716,0.1,179.69164,1694126966443,,,,
Fix,GT,37.3810593000,-121.8977900000,-13.014301226253224,2.3187501,0.1,179.67877,1694126967443,,,,
Fix,GT,37.3810455000,-121.8977898000,-12.990048975048978,0.6886865,0.1,179.64389,1694126968443,,,,
Fix,GT,37.3810412000,-121.8977898000,-12.994612258137721,0.610131,0.1,179.60301,1694126969443,,,,
Fix,GT,37.3810316000,-121.8977898000,-12.991175138053734,1.6260533,0.1,179.9546,1694126970443,,,,
Fix,GT,37.3810137000,-121.8977934000,-12.968301282928849,2.3134155,0.1,186.66324,1694126971443,,,,
Fix,GT,37.3809941000,-121.8978059000,-12.932175508289447,2.5129051,0.1,202.40372,1694126972443,,,,
Fix,GT,37.3809792000,-121.8978287000,-12.913301395053509,2.6419654,0.1,224.91245,1694126973443,,,,
Fix,GT,37.3809736000,-121.8978601000,-12.88673783150199,3.0825336,0.1,251.32292,1694126974443,,,,
Fix,GT,37.3809726000,-121.8978991000,-12.896797822032056,3.8606706,0.1,265.4722,1694126975443,,,,
Fix,GT,37.3809706000,-121.8979463000,-12.925486612734403,4.4705963,0.1,266.5074,1694126976443,,,,
Fix,GT,37.3809676000,-121.8979990000,-12.962360557018002,4.8196025,0.1,265.94772,1694126977443,,,,
Fix,GT,37.3809644000,-121.8980537000,-12.997360790610117,4.8744173,0.1,266.16483,1694126978443,,,,
Fix,GT,37.3809617000,-121.8981087000,-13.040671544140963,4.8902354,0.1,266.54776,1694126979443,,,,
Fix,GT,37.3809592000,-121.8981639000,-13.104234840610673,4.901069,0.1,266.76324,1694126980443,,,,
Fix,GT,37.3809564000,-121.8982192000,-13.152109240247,4.9214387,0.1,266.62042,1694126981443,,,,
Fix,GT,37.3809537000,-121.8982748000,-13.21767158321191,4.930191,0.1,266.56277,1694126982443,,,,
Fix,GT,37.3809513000,-121.8983302000,-13.28410920847773,4.908953,0.1,266.9974,1694126983443,,,,
Fix,GT,37.3809489000,-121.8983854000,-13.347235259960598,4.8712626,0.1,267.12875,1694126984443,,,,
Fix,GT,37.3809468000,-121.8984401000,-13.402109237326385,4.8205824,0.1,267.14728,1694126985443,,,,
Fix,GT,37.3809444000,-121.8984936000,-13.45148663478858,4.6171713,0.1,267.01425,1694126986443,,,,
Fix,GT,37.3809425000,-121.8985425000,-13.502923523011532,4.0378695,0.1,267.4234,1694126987443,,,,
Fix,GT,37.3809447000,-121.8985849000,-13.538672073193595,3.6447878,0.1,274.6884,1694126988443,,,,
Fix,GT,37.3809561000,-121.8986223000,-13.597797473620574,3.4893708,0.1,290.35114,1694126989443,,,,
Fix,GT,37.3809757000,-121.8986520000,-13.63636032009029,3.4005504,0.1,308.32544,1694126990443,,,,
Fix,GT,37.3810009000,-121.8986737000,-13.676797526989418,3.3799236,0.1,323.92648,1694126991443,,,,
Fix,GT,37.3810294000,-121.8986865000,-13.71967182726496,3.4344506,0.1,338.99313,1694126992443,,,,
Fix,GT,37.3810618000,-121.8986917000,-13.756361028023207,3.8640652,0.1,351.2967,1694126993443,,,,
Fix,GT,37.3810983000,-121.8986952000,-13.781049728393555,4.240756,0.1,355.37854,1694126994443,,,,
Fix,GT,37.3811375000,-121.8986980000,-13.756739052855863,4.478527,0.1,356.74658,1694126995443,,,,
Fix,GT,37.3811785000,-121.8987010000,-13.702990445719934,4.6313977,0.1,356.75378,1694126996443,,,,
Fix,GT,37.3812207000,-121.8987044000,-13.626552985829107,4.720234,0.1,356.43814,1694126997443,,,,
Fix,GT,37.3812628000,-121.8987081000,-13.54411596081377,4.6269207,0.1,356.30563,1694126998443,,,,
Fix,GT,37.3813039000,-121.8987103000,-13.471553655160989,4.537641,0.1,358.15613,1694126999443,,,,
Fix,GT,37.3813450000,-121.8987109000,-13.460360947677543,4.620377,0.1,359.04865,1694127000443,,,,
Fix,GT,37.3813875000,-121.8987124000,-13.497360383837787,4.84698,0.1,358.48004,1694127001443,,,,
Fix,GT,37.3814325000,-121.8987146000,-13.51461228525011,5.142079,0.1,357.88538,1694127002443,,,,
Fix,GT,37.3814802000,-121.8987170000,-13.559234745392132,5.447509,0.1,357.92737,1694127003443,,,,
Fix,GT,37.3815300000,-121.8987193000,-13.58167175544827,5.5882316,0.1,357.96796,1694127004443,,,,
Fix,GT,37.3815807000,-121.8987226000,-13.627671819277964,5.669329,0.1,357.00598,1694127005443,,,,
Fix,GT,37.3816317000,-121.8987261000,-13.662486132714491,5.6488004,0.1,357.12103,1694127006443,,,,
Fix,GT,37.3816826000,-121.8987287000,-13.667857322711598,5.664775,0.1,357.8807,1694127007443,,,,
Fix,GT,37.3817338000,-121.8987310000,-13.663923773589545,5.6983743,0.1,358.0877,1694127008443,,,,
Fix,GT,37.3817855000,-121.8987336000,-13.636612022334077,5.798766,0.1,357.83392,1694127009443,,,,
Fix,GT,37.3818383000,-121.8987367000,-13.609738736385054,5.935328,0.1,357.5588,1694127010443,,,,
Fix,GT,37.3818928000,-121.8987397000,-13.623168565271243,6.1921673,0.1,357.56107,1694127011443,,,,
Fix,GT,37.3819495000,-121.8987428000,-13.7535467179014,6.334836,0.1,357.3947,1694127012443,,,,
Fix,GT,37.3820060000,-121.8987460000,-13.733049392700195,6.18695,0.1,357.57956,1694127013443,,,,
Fix,GT,37.3820610000,-121.8987491000,-13.712360528587993,6.043303,0.1,357.56995,1694127014443,,,,
Fix,GT,37.3821158000,-121.8987523000,-13.741109385177225,6.202393,0.1,357.40723,1694127015443,,,,
Fix,GT,37.3821728000,-121.8987559000,-13.792109027281128,6.420212,0.1,357.19473,1694127016443,,,,
Fix,GT,37.3822307000,-121.8987595000,-13.842923260153782,6.4467545,0.1,357.14447,1694127017443,,,,
Fix,GT,37.3822887000,-121.8987634000,-13.910108231138963,6.461073,0.1,357.01077,1694127018443,,,,
Fix,GT,37.3823470000,-121.8987675000,-13.994420564077359,6.490238,0.1,356.91965,1694127019443,,,,
Fix,GT,37.3824055000,-121.8987714000,-14.06510891233063,6.48853,0.1,357.0293,1694127020443,,,,
Fix,GT,37.3824633000,-121.8987758000,-14.111235608827826,6.376137,0.1,356.5181,1694127021443,,,,
Fix,GT,37.3825200000,-121.8987811000,-14.157989956781506,6.2192345,0.1,355.67896,1694127022443,,,,
Fix,GT,37.3825734000,-121.8987870000,-14.19810917253767,5.5988455,0.1,354.65106,1694127023443,,,,
Fix,GT,37.3826189000,-121.8987927000,-14.214176094619887,4.4828906,0.1,354.19083,1694127024443,,,,
Fix,GT,37.3826531000,-121.8987972000,-14.173990174697565,3.247635,0.1,354.05356,1694127025443,,,,
Fix,GT,37.3826784000,-121.8988006000,-14.107486769913521,2.2365386,0.1,353.82095,1694127026443,,,,
Fix,GT,37.3826979000,-121.8988034000,-14.116546213942172,2.4255562,0.1,353.7328,1694127027443,,,,
Fix,GT,37.3827244000,-121.8988068000,-14.184982881025803,3.4903967,0.1,354.2594,1694127028443,,,,
Fix,GT,37.3827583000,-121.8988034000,-14.067678779050425,4.0548744,0.1,6.105324,1694127029443,,,,
Fix,GT,37.3827912000,-121.8987795000,-14.094109075382107,4.4520707,0.1,31.341179,1694127030443,,,,
Fix,GT,37.3828176000,-121.8987382000,-14.173671750917265,4.915898,0.1,51.73742,1694127031443,,,,
Fix,GT,37.3828403000,-121.8986881000,-14.220235398269438,5.3023944,0.1,61.0691,1694127032443,,,,
Fix,GT,37.3828581000,-121.8986313000,-14.246924377505565,5.5018888,0.1,70.08036,1694127033443,,,,
Fix,GT,37.3828681000,-121.8985696000,-14.25898323746162,5.8441916,0.1,79.82723,1694127034443,,,,
Fix,GT,37.3828723000,-121.8984992000,-14.338109088851297,6.7069416,0.1,86.63725,1694127035443,,,,
Fix,GT,37.3828745000,-121.8984193000,-14.413109327360758,7.331416,0.1,88.39402,1694127036443,,,,
Fix,GT,37.3828751000,-121.8983370000,-14.445234818409062,7.136064,0.1,89.98726,1694127037443,,,,
Fix,GT,37.3828729000,-121.8982623000,-14.469612613912489,5.9123316,0.1,92.97018,1694127038443,,,,
Fix,GT,37.3828693000,-121.8982038000,-14.457486613992785,4.503175,0.1,94.233246,1694127039443,,,,
Fix,GT,37.3828764000,-121.8981607000,-14.487109255863516,3.3475919,0.1,75.43542,1694127040443,,,,
Fix,GT,37.3829014000,-121.8981385000,-14.491923837843672,3.1452098,0.1,38.210876,1694127041443,,,,
Fix,GT,37.3829343000,-121.8981416000,-14.53567179698689,3.6810267,0.1,357.89578,1694127042443,,,,
Fix,GT,37.3829636000,-121.8981718000,-14.6113605627487,4.264368,0.1,320.51666,1694127043443,,,,
Fix,GT,37.3829791000,-121.8982217000,-14.628049850463867,4.9802322,0.1,289.4416,1694127044443,,,,
Fix,GT,37.3829827000,-121.8982841000,-14.639487210100157,6.023673,0.1,273.9631,1694127045443,,,,
Fix,GT,37.3829835000,-121.8983591000,-14.638301376630238,7.2551208,0.1,270.1554,1694127046443,,,,
Fix,GT,37.3829817000,-121.8984473000,-14.59399069373626,8.309003,0.1,268.15533,1694127047443,,,,
Fix,GT,37.3829777000,-121.8985442000,-14.52024161557381,8.747122,0.1,266.2454,1694127048443,,,,
Fix,GT,37.3829663000,-121.8986427000,-14.421116258425968,8.846779,0.1,259.31143,1694127049443,,,,
Fix,GT,37.3829460000,-121.8987395000,-14.330552944885767,8.814541,0.1,254.9189,1694127050443,,,,
Fix,GT,37.3829279000,-121.8988352000,-14.250553021656515,8.587442,0.1,257.91504,1694127051443,,,,
Fix,GT,37.3829147000,-121.8989288000,-14.104183017218645,8.320984,0.1,260.52505,1694127052443,,,,
Fix,GT,37.3829020000,-121.8990213000,-14.019678995112486,8.331649,0.1,259.71512,1694127053443,,,,
Fix,GT,37.3828871000,-121.8991136000,-13.971804578905449,8.35774,0.1,258.43097,1694127054443,,,,
Fix,GT,37.3828711000,-121.8992063000,-14.03822864220686,8.424866,0.1,257.49216,1694127055443,,,,
Fix,GT,37.3828532000,-121.8992987000,-14.184857905975434,8.409559,0.1,255.90862,1694127056443,,,,
Fix,GT,37.3828333000,-121.8993897000,-14.267856702587835,8.242662,0.1,254.13991,1694127057443,,,,
Fix,GT,37.3828106000,-121.8994765000,-14.37485663222131,7.9367666,0.1,250.50462,1694127058443,,,,
Fix,GT,37.3827809000,-121.8995574000,-14.456108675491663,7.805235,0.1,243.25316,1694127059443,,,,
Fix,GT,37.3827462000,-121.8996332000,-14.53654627116174,7.6198015,0.1,240.13745,1694127060443,,,,
Fix,GT,37.3827146000,-121.8997076000,-14.565108876567933,7.33628,0.1,242.8198,1694127061443,,,,
Fix,GT,37.3826875000,-121.8997818000,-14.646672283184273,7.1393847,0.1,246.24637,1694127062443,,,,
Fix,GT,37.3826627000,-121.8998546000,-14.712420088011356,6.9065723,0.1,246.72055,1694127063443,,,,
Fix,GT,37.3826374000,-121.8999255000,-14.787612015332314,6.8439207,0.1,245.4634,1694127064443,,,,
Fix,GT,37.3826098000,-121.8999969000,-14.834361082739065,7.235989,0.1,243.69856,1694127065443,,,,
Fix,GT,37.3825789000,-121.9000717000,-14.863798189766158,7.686556,0.1,242.25658,1694127066443,,,,
Fix,GT,37.3825448000,-121.9001499000,-14.891612547811974,8.108447,0.1,241.08409,1694127067443,,,,
Fix,GT,37.3825072000,-121.9002327000,-14.91773792725246,8.790089,0.1,239.98398,1694127068443,,,,
Fix,GT,37.3824654000,-121.9003218000,-14.956671279918368,9.501915,0.1,239.56625,1694127069443,,,,
Fix,GT,37.3824201000,-121.9004175000,-14.996797161495266,10.187935,0.1,239.33154,1694127070443,,,,
Fix,GT,37.3823719000,-121.9005186000,-15.043923877898408,10.672731,0.1,239.00885,1694127071443,,,,
Fix,GT,37.3823214000,-121.9006240000,-15.078360561794284,11.071474,0.1,238.95915,1694127072443,,,,
Fix,GT,37.3822688000,-121.9007331000,-15.071049690246582,11.498767,0.1,238.93814,1694127073443,,,,
Fix,GT,37.3822145000,-121.9008462000,-15.040553003058449,11.865038,0.1,239.09138,1694127074443,,,,
Fix,GT,37.3821591000,-121.9009620000,-14.940864060272986,12.024613,0.1,239.08578,1694127075443,,,,
Fix,GT,37.3821032000,-121.9010779000,-14.839930440399257,11.904113,0.1,238.67816,1694127076443,,,,
Fix,GT,37.3820481000,-121.9011918000,-14.726493261844496,11.673184,0.1,239.03525,1694127077443,,,,
Fix,GT,37.3819961000,-121.9013046000,-14.57036732769302,11.432762,0.1,240.61865,1694127078443,,,,
Fix,GT,37.3819484000,-121.9014176000,-14.4889831611099,11.256371,0.1,243.26215,1694127079443,,,,
Fix,GT,37.3819074000,-121.9015323000,-14.476619628575577,11.00259,0.1,247.26607,1694127080443,,,,
Fix,GT,37.3818736000,-121.9016447000,-14.321804030602578,10.2384615,0.1,250.4847,1694127081443,,,,
Fix,GT,37.3818472000,-121.9017488000,-14.261116024237936,9.095501,0.1,253.21823,1694127082443,,,,
Fix,GT,37.3818274000,-121.9018414000,-14.163864169139487,7.8784,0.1,255.85759,1694127083443,,,,
Fix,GT,37.3818138000,-121.9019195000,-14.161174808437409,6.2685814,0.1,258.3569,1694127084443,,,,
Fix,GT,37.3818055000,-121.9019798000,-14.138175467189399,4.5527296,0.1,260.5811,1694127085443,,,,
Fix,GT,37.3818008000,-121.9020233000,-14.11861320698199,3.2704334,0.1,262.159,1694127086443,,,,
Fix,GT,37.3817980000,-121.9020530000,-14.115049362182617,2.0876498,0.1,263.06763,1694127087443,,,,
Fix,GT,37.3817965000,-121.9020700000,-14.116049345849461,0.92862374,0.1,263.46866,1694127088443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.121797180420259,0.0365514,0.1,263.56372,1694127089443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.125049591064453,0.0017991373,0.1,263.5658,1694127090443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0014370626,0.1,263.5619,1694127091443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049574433267,0.0,0.1,263.5627,1694127092443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0,0.1,-96.43727,1694127093443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.127049025087075,0.0,0.1,263.56274,1694127094443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.0,0.1,263.5627,1694127095443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.0,0.1,263.56253,1694127096443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.00056293764,0.1,263.56277,1694127097443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.00056293764,0.1,263.5628,1694127098443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.0,0.1,263.56296,1694127099443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049574433267,0.0,0.1,263.563,1694127100443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.0,0.1,263.56262,1694127101443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0011810372,0.1,263.56293,1694127102443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.00087412435,0.1,263.5627,1694127103443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.0,0.1,263.56274,1694127104443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.001,0.1,263.56265,1694127105443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0014142136,0.1,263.56305,1694127106443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0014142136,0.1,263.563,1694127107443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.001,0.1,263.56247,1694127108443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.001,0.1,263.56293,1694127109443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.001,0.1,263.56284,1694127110443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0005629382,0.1,263.56326,1694127111443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0005629383,0.1,263.56284,1694127112443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0,0.1,263.56284,1694127113443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0,0.1,263.5623,1694127114443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0,0.1,263.56262,1694127115443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0,0.1,263.56265,1694127116443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.00043706183,0.1,263.56256,1694127117443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.0012331767,0.1,263.56223,1694127118443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0014142136,0.1,263.56232,1694127119443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0,0.1,263.56235,1694127120443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.0,0.1,263.56216,1694127121443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.00056293816,0.1,263.56232,1694127122443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.001,0.1,263.56232,1694127123443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.126049995422363,0.00043706206,0.1,263.56238,1694127124443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.0,0.1,263.56238,1694127125443,,,,
Fix,GT,37.3817962000,-121.9020743000,-14.12605041641146,0.0,0.1,263.56226,1694127126443,,,,
