MessageType,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters
Fix,GT,37.4283813000,-122.0753935000,-29.99075697981948,14.5575485,0.1,269.4403,1595024868441,,,,
Fix,GT,37.4283802000,-122.0755588000,-30.057865895651616,14.7122135,0.1,269.71957,1595024869441,,,,
Fix,GT,37.4283812000,-122.0757257000,-30.10645293875416,14.819227,0.1,270.6202,1595024870441,,,,
Fix,GT,37.4283834000,-122.0758936000,-30.157453533608532,14.898767,0.1,270.72812,1595024871441,,,,
Fix,GT,37.4283845000,-122.0760625000,-30.209104530252716,15.026897,0.1,270.0102,1595024872441,,,,
Fix,GT,37.4283823000,-122.0762334000,-30.250690702388226,15.230147,0.1,267.8264,1595024873441,,,,
Fix,GT,37.4283725000,-122.0764059000,-30.252715694442486,15.302986,0.1,264.0651,1595024874441,,,,
Fix,GT,37.4283519000,-122.0765767000,-30.202083061448775,15.234879,0.1,259.20554,1595024875441,,,,
Fix,GT,37.4283206000,-122.0767428000,-30.14349747713618,14.986818,0.1,255.04175,1595024876441,,,,
Fix,GT,37.4282825000,-122.0769044000,-30.09191017499211,14.811375,0.1,252.08702,1595024877441,,,,
Fix,GT,37.4282400000,-122.0770613000,-30.02091013533112,14.524021,0.1,250.94142,1595024878441,,,,
Fix,GT,37.4281989000,-122.0772154000,-29.982322202630826,14.24102,0.1,252.15744,1595024879441,,,,
Fix,GT,37.4281658000,-122.0773676000,-29.96827926865126,13.56683,0.1,256.74353,1595024880441,,,,
Fix,GT,37.4281449000,-122.0775113000,-30.028103873624502,12.176657,0.1,261.08786,1595024881441,,,,
Fix,GT,37.4281327000,-122.0776378000,-30.07545190050712,10.442823,0.1,264.19482,1595024882441,,,,
Fix,GT,37.4281263000,-122.0777465000,-30.130040359571012,8.759888,0.1,266.3301,1595024883441,,,,
Fix,GT,37.4281239000,-122.0778319000,-30.176214752285375,6.342581,0.1,268.6053,1595024884441,,,,
Fix,GT,37.4281238000,-122.0778894000,-30.208279936574684,3.911075,0.1,269.91803,1595024885441,,,,
Fix,GT,37.4281237000,-122.0779237000,-30.261105466576964,2.244365,0.1,269.7702,1595024886441,,,,
Fix,GT,37.4281237000,-122.0779423000,-30.29445265765912,1.2467761,0.1,269.69598,1595024887441,,,,
Fix,GT,37.4281237000,-122.0779595000,-30.32262650270195,1.8844826,0.1,269.59564,1595024888441,,,,
Fix,GT,37.4281226000,-122.0779898000,-30.40599643281729,3.7132893,0.1,266.72867,1595024889441,,,,
Fix,GT,37.4281106000,-122.0780424000,-30.543298691680093,5.662881,0.1,251.24516,1595024890441,,,,
Fix,GT,37.4280786000,-122.0781014000,-30.55738755154107,6.78262,0.1,231.72018,1595024891441,,,,
Fix,GT,37.4280258000,-122.0781510000,-30.540865687454243,7.7300124,0.1,210.87776,1595024892441,,,,
Fix,GT,37.4279541000,-122.0781781000,-30.606626898953436,8.978305,0.1,191.44403,1595024893441,,,,
Fix,GT,37.4278655000,-122.0781842000,-30.664278407005895,10.709238,0.1,179.57182,1595024894441,,,,
Fix,GT,37.4277610000,-122.0781770000,-30.694386886956465,12.514422,0.1,175.97621,1595024895441,,,,
Fix,GT,37.4276405000,-122.0781668000,-30.731542777318225,14.205086,0.1,175.95695,1595024896441,,,,
Fix,GT,37.4275081000,-122.0781555000,-30.685214757143797,15.252094,0.1,175.71333,1595024897441,,,,
Fix,GT,37.4273666000,-122.0781408000,-30.609150069779503,16.24538,0.1,174.80713,1595024898441,,,,
Fix,GT,37.4272174000,-122.0781217000,-30.585452109421738,16.99377,0.1,173.65005,1595024899441,,,,
Fix,GT,37.4270628000,-122.0781001000,-30.52956276290206,17.526184,0.1,173.50499,1595024900441,,,,
Fix,GT,37.4269030000,-122.0780800000,-30.477453218181495,18.119839,0.1,174.80113,1595024901441,,,,
Fix,GT,37.4267383000,-122.0780654000,-30.403670905483068,18.537323,0.1,176.76373,1595024902441,,,,
Fix,GT,37.4265697000,-122.0780562000,-30.32497558086277,18.893602,0.1,177.9084,1595024903441,,,,
Fix,GT,37.4263985000,-122.0780523000,-30.259671808135863,19.063433,0.1,179.74673,1595024904441,,,,
Fix,GT,37.4262272000,-122.0780563000,-30.20367205406467,18.94958,0.1,181.67567,1595024905441,,,,
Fix,GT,37.4260574000,-122.0780648000,-30.131061251341464,18.805565,0.1,182.65184,1595024906441,,,,
Fix,GT,37.4258887000,-122.0780768000,-30.084084854108482,18.729527,0.1,183.51523,1595024907441,,,,
Fix,GT,37.4257202000,-122.0780910000,-30.065562064216692,18.7412,0.1,183.92455,1595024908441,,,,
Fix,GT,37.4255518000,-122.0781057000,-30.0431491781319,18.715315,0.1,183.89122,1595024909441,,,,
Fix,GT,37.4253840000,-122.0781211000,-29.936149615327622,18.638042,0.1,184.14235,1595024910441,,,,
Fix,GT,37.4252174000,-122.0781358000,-29.889147840098587,18.38948,0.1,183.63245,1595024911441,,,,
Fix,GT,37.4250533000,-122.0781465000,-29.8259103398525,18.102808,0.1,182.11739,1595024912441,,,,
Fix,GT,37.4248913000,-122.0781507000,-29.76686639608971,17.898775,0.1,179.9949,1595024913441,,,,
Fix,GT,37.4247304000,-122.0781490000,-29.74247688394081,17.75397,0.1,179.14914,1595024914441,,,,
Fix,GT,37.4245719000,-122.0781449000,-29.720104176918767,17.427734,0.1,178.14247,1595024915441,,,,
Fix,GT,37.4244166000,-122.0781366000,-29.652367360749338,16.947042,0.1,176.82874,1595024916441,,,,
Fix,GT,37.4242692000,-122.0781254000,-29.59232205910365,15.718325,0.1,176.12694,1595024917441,,,,
Fix,GT,37.4241343000,-122.0781135000,-29.56603838463576,14.317131,0.1,175.30115,1595024918441,,,,
Fix,GT,37.4240104000,-122.0781000000,-29.534496591898005,13.33838,0.1,174.5599,1595024919441,,,,
Fix,GT,37.4238975000,-122.0780874000,-29.47914800919665,11.647495,0.1,175.10687,1595024920441,,,,
Fix,GT,37.4238019000,-122.0780792000,-29.443039195944266,9.634397,0.1,176.40176,1595024921441,,,,
Fix,GT,37.4237256000,-122.0780749000,-29.441627973892253,7.2168336,0.1,177.58241,1595024922441,,,,
Fix,GT,37.4236714000,-122.0780731000,-29.42921332079868,4.8171954,0.1,178.34775,1595024923441,,,,
Fix,GT,37.4236386000,-122.0780725000,-29.433039843155257,2.540226,0.1,178.76074,1595024924441,,,,
Fix,GT,37.4236233000,-122.0780721000,-29.415975189858614,1.1069076,0.1,178.89067,1595024925441,,,,
Fix,GT,37.4236162000,-122.0780719000,-29.4148006439209,0.49335676,0.1,178.8906,1595024926441,,,,
Fix,GT,37.4236146000,-122.0780719000,-29.42421415943636,0.008017233,0.1,178.89696,1595024927441,,,,
Fix,GT,37.4236146000,-122.0780719000,-29.426801681518555,0.0011710552,0.1,178.89777,1595024928441,,,,
Fix,GT,37.4236146000,-122.0780719000,-29.42879970583914,0.018440116,0.1,178.89743,1595024929441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.428800582885742,0.002236068,0.1,178.89728,1595024930441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.43080051449533,0.0005840187,0.1,178.89731,1595024931441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.0020690856,0.1,178.89764,1595024932441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.0017256171,0.1,178.89885,1595024933441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.0005870366,0.1,178.89897,1595024934441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429799156492948,0.0004129634,0.1,178.8991,1595024935441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.0008259266,0.1,178.89915,1595024936441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429799156492948,0.0,0.1,178.89897,1595024937441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800910645724,0.0026185587,0.1,178.89917,1595024938441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429799156492948,0.00058401807,0.1,178.89944,1595024939441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.0,0.1,178.89975,1595024940441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.000587037,0.1,178.8997,1595024941441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800910645724,0.0017536089,0.1,178.89911,1595024942441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429799156492948,0.0005840179,0.1,178.89967,1595024943441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429799156492948,0.000412963,0.1,178.89964,1595024944441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.0,0.1,178.89972,1595024945441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800910645724,0.0012431587,0.1,178.90051,1595024946441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429799156492948,0.001,0.1,178.90059,1595024947441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.001,0.1,178.90034,1595024948441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800910645724,0.0010000002,0.1,178.89969,1595024949441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.0017256173,0.1,178.89981,1595024950441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.0014142136,0.1,178.89995,1595024951441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429799156492948,0.0014142136,0.1,178.90004,1595024952441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429800033569336,0.0025838045,0.1,178.90024,1595024953441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.428800582885742,0.0014142136,0.1,178.90044,1595024954441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.429799156492948,0.0021385807,0.1,178.90076,1595024955441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.42879970583914,0.0017256169,0.1,178.90077,1595024956441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.42780113220215,0.00058703637,0.1,178.9008,1595024957441,,,,
Fix,GT,37.4236145000,-122.0780718000,-29.426800804531524,0.0034224954,0.1,178.90092,1595024958441,,,,
Fix,GT,37.4236145000,-122.0780717000,-29.427800255185332,0.007999098,0.1,178.90118,1595024959441,,,,
Fix,GT,37.4236135000,-122.0780716000,-29.43080051449533,0.37235326,0.1,178.90578,1595024960441,,,,
Fix,GT,37.4236070000,-122.0780715000,-29.424388135842946,1.0382874,0.1,178.92525,1595024961441,,,,
Fix,GT,37.4235951000,-122.0780709000,-29.43462624778448,1.5835447,0.1,178.96184,1595024962441,,,,
Fix,GT,37.4235779000,-122.0780702000,-29.466213976092604,2.3933423,0.1,178.84035,1595024963441,,,,
Fix,GT,37.4235509000,-122.0780710000,-29.468626402204904,3.5864732,0.1,181.85625,1595024964441,,,,
Fix,GT,37.4235154000,-122.0780820000,-29.46769164613852,4.624168,0.1,195.19342,1595024965441,,,,
Fix,GT,37.4234755000,-122.0781132000,-29.527626417821466,5.918397,0.1,215.18068,1595024966441,,,,
Fix,GT,37.4234417000,-122.0781715000,-29.555756322674824,6.9956217,0.1,239.43674,1595024967441,,,,
Fix,GT,37.4234255000,-122.0782527000,-29.58608390628916,7.9343963,0.1,259.98508,1595024968441,,,,
Fix,GT,37.4234207000,-122.0783477000,-29.51990970733391,8.977795,0.1,267.32883,1595024969441,,,,
Fix,GT,37.4234163000,-122.0784547000,-29.443018686144057,9.966587,0.1,267.09216,1595024970441,,,,
Fix,GT,37.4234113000,-122.0785733000,-29.35684514541117,11.077856,0.1,266.96957,1595024971441,,,,
Fix,GT,37.4234058000,-122.0787049000,-29.24908290131691,12.247654,0.1,267.02594,1595024972441,,,,
Fix,GT,37.4234005000,-122.0788493000,-29.141496708471777,13.255833,0.1,267.42215,1595024973441,,,,
Fix,GT,37.4233956000,-122.0790026000,-29.0284321708001,13.838263,0.1,267.71268,1595024974441,,,,
Fix,GT,37.4233904000,-122.0791611000,-28.892194059596704,14.234966,0.1,267.29572,1595024975441,,,,
Fix,GT,37.4233833000,-122.0793243000,-28.785431280312878,14.684876,0.1,266.37302,1595024976441,,,,
Fix,GT,37.4233742000,-122.0794925000,-28.668670253616085,15.208382,0.1,265.80847,1595024977441,,,,
Fix,GT,37.4233631000,-122.0796676000,-28.525257081788766,15.876623,0.1,265.00485,1595024978441,,,,
Fix,GT,37.4233498000,-122.0798493000,-28.413018867544906,16.380602,0.1,264.4116,1595024979441,,,,
Fix,GT,37.4233347000,-122.0800362000,-28.31084645336881,16.91962,0.1,263.6847,1595024980441,,,,
Fix,GT,37.4233163000,-122.0802298000,-28.255908920141337,17.574854,0.1,262.71152,1595024981441,,,,
Fix,GT,37.4232952000,-122.0804296000,-28.126560933546443,18.104607,0.1,262.09857,1595024982441,,,,
Fix,GT,37.4232731000,-122.0806352000,-28.25093196834257,18.628197,0.1,262.75342,1595024983441,,,,
Fix,GT,37.4232533000,-122.0808473000,-28.323930237346133,19.211075,0.1,263.32935,1595024984441,,,,
Fix,GT,37.4232335000,-122.0810666000,-28.450756798321436,19.830261,0.1,263.5325,1595024985441,,,,
Fix,GT,37.4232130000,-122.0812917000,-28.60575669872776,20.209263,0.1,263.22812,1595024986441,,,,
Fix,GT,37.4231923000,-122.0815193000,-28.7684721356747,20.268063,0.1,263.57364,1595024987441,,,,
Fix,GT,37.4231728000,-122.0817458000,-28.944582313246883,20.066895,0.1,263.87485,1595024988441,,,,
Fix,GT,37.4231540000,-122.0819714000,-29.10623477666701,20.139091,0.1,263.98795,1595024989441,,,,
Fix,GT,37.4231358000,-122.0821988000,-29.2822345072301,20.342113,0.1,264.34586,1595024990441,,,,
Fix,GT,37.4231191000,-122.0824294000,-29.44099535055284,20.64605,0.1,265.22363,1595024991441,,,,
Fix,GT,37.4231056000,-122.0826629000,-29.617996281064734,20.799889,0.1,266.31433,1595024992441,,,,
Fix,GT,37.4230961000,-122.0828981000,-29.757517583295794,20.896236,0.1,267.62183,1595024993441,,,,
Fix,GT,37.4230907000,-122.0831342000,-29.825865530396754,20.928034,0.1,269.0004,1595024994441,,,,
Fix,GT,37.4230894000,-122.0833706000,-29.878213516119217,20.946661,0.1,270.08194,1595024995441,,,,
Fix,GT,37.4230930000,-122.0836076000,-29.932454034729346,21.026302,0.1,271.70346,1595024996441,,,,
Fix,GT,37.4231017000,-122.0838453000,-29.865084974181116,21.093729,0.1,273.27933,1595024997441,,,,
Fix,GT,37.4231153000,-122.0840832000,-29.79784508580269,21.150156,0.1,274.74078,1595024998441,,,,
Fix,GT,37.4231334000,-122.0843211000,-29.732973731216475,21.148956,0.1,275.88016,1595024999441,,,,
Fix,GT,37.4231551000,-122.0845581000,-29.662149438421693,21.118269,0.1,277.24048,1595025000441,,,,
Fix,GT,37.4231816000,-122.0847945000,-29.559128213305485,21.130322,0.1,278.35635,1595025001441,,,,
Fix,GT,37.4232115000,-122.0850297000,-29.246044288513247,21.000162,0.1,279.61874,1595025002441,,,,
Fix,GT,37.4232454000,-122.0852615000,-28.67976260019543,20.739822,0.1,280.876,1595025003441,,,,
Fix,GT,37.4232823000,-122.0854898000,-27.908762695652285,20.489342,0.1,281.78064,1595025004441,,,,
Fix,GT,37.4233216000,-122.0857148000,-27.13900180798447,20.302229,0.1,282.57324,1595025005441,,,,
Fix,GT,37.4233616000,-122.0859380000,-26.49391326420141,20.204124,0.1,282.68408,1595025006441,,,,
Fix,GT,37.4234031000,-122.0861612000,-26.110411428962948,20.411545,0.1,283.34805,1595025007441,,,,
Fix,GT,37.4234471000,-122.0863866000,-25.887257730166255,20.674194,0.1,283.9817,1595025008441,,,,
Fix,GT,37.4234931000,-122.0866140000,-25.907561893154252,20.876808,0.1,284.14307,1595025009441,,,,
Fix,GT,37.4235390000,-122.0868437000,-26.055843408264877,21.04752,0.1,283.79492,1595025010441,,,,
Fix,GT,37.4235841000,-122.0870753000,-26.483035692930855,21.087189,0.1,283.6147,1595025011441,,,,
Fix,GT,37.4236293000,-122.0873064000,-27.061121039404895,21.04378,0.1,283.66058,1595025012441,,,,
Fix,GT,37.4236743000,-122.0875371000,-27.834013106715474,20.98905,0.1,283.52945,1595025013441,,,,
Fix,GT,37.4237188000,-122.0877674000,-28.605840170252122,20.94968,0.1,283.4681,1595025014441,,,,
Fix,GT,37.4237630000,-122.0879971000,-29.256515358616014,20.860422,0.1,283.35556,1595025015441,,,,
Fix,GT,37.4238059000,-122.0882254000,-29.588667763282956,20.639786,0.1,282.8134,1595025016441,,,,
Fix,GT,37.4238470000,-122.0884511000,-29.77034304463018,20.333328,0.1,282.65137,1595025017441,,,,
Fix,GT,37.4238865000,-122.0886721000,-29.829866946153516,19.575699,0.1,282.301,1595025018441,,,,
Fix,GT,37.4239218000,-122.0888809000,-29.8643878727446,18.149204,0.1,281.05453,1595025019441,,,,
Fix,GT,37.4239477000,-122.0890748000,-29.923518007435177,16.644072,0.1,277.5709,1595025020441,,,,
Fix,GT,37.4239610000,-122.0892540000,-29.975627284743098,15.165464,0.1,273.08975,1595025021441,,,,
Fix,GT,37.4239622000,-122.0894174000,-30.036454154652063,13.787188,0.1,268.2288,1595025022441,,,,
Fix,GT,37.4239530000,-122.0895647000,-29.984497043693864,12.251038,0.1,263.3035,1595025023441,,,,
Fix,GT,37.4239365000,-122.0896892000,-29.87690998777407,10.001235,0.1,258.4841,1595025024441,,,,
Fix,GT,37.4239173000,-122.0897845000,-29.79773545725851,7.309689,0.1,254.38133,1595025025441,,,,
Fix,GT,37.4239014000,-122.0898481000,-29.734735830991667,4.442326,0.1,251.94675,1595025026441,,,,
Fix,GT,37.4238920000,-122.0898821000,-29.70438713806095,2.1650019,0.1,250.97813,1595025027441,,,,
Fix,GT,37.4238876000,-122.0898981000,-29.69838829189439,0.9405688,0.1,250.53165,1595025028441,,,,
Fix,GT,37.4238863000,-122.0899028000,-29.701214598298975,0.030699154,0.1,250.47414,1595025029441,,,,
Fix,GT,37.4238862000,-122.0899033000,-29.70821368262841,0.10760695,0.1,250.47044,1595025030441,,,,
Fix,GT,37.4238859000,-122.0899044000,-29.70762674720652,0.03681934,0.1,250.45924,1595025031441,,,,
Fix,GT,37.4238859000,-122.0899043000,-29.711801528930664,0.0030244053,0.1,250.4585,1595025032441,,,,
Fix,GT,37.4238859000,-122.0899045000,-29.719451829053924,0.1624395,0.1,250.45662,1595025033441,,,,
Fix,GT,37.4238830000,-122.0899151000,-29.713735913899882,2.0338478,0.1,250.38899,1595025034441,,,,
Fix,GT,37.4238731000,-122.0899487000,-29.629496596636727,4.3914227,0.1,249.63908,1595025035441,,,,
Fix,GT,37.4238554000,-122.0900067000,-29.40241192310475,6.493026,0.1,249.07227,1595025036441,,,,
Fix,GT,37.4238305000,-122.0900882000,-29.152302398641723,8.904231,0.1,248.8495,1595025037441,,,,
Fix,GT,37.4237978000,-122.0901936000,-29.125952839918284,11.120275,0.1,248.50177,1595025038441,,,,
Fix,GT,37.4237575000,-122.0903206000,-29.300646231918734,12.915905,0.1,248.01196,1595025039441,,,,
Fix,GT,37.4237111000,-122.0904647000,-29.309909656437867,14.477005,0.1,247.65372,1595025040441,,,,
Fix,GT,37.4236568000,-122.0906203000,-29.274039485948038,15.520392,0.1,244.83408,1595025041441,,,,
Fix,GT,37.4235909000,-122.0907807000,-29.317148180766367,16.383757,0.1,240.78535,1595025042441,,,,
Fix,GT,37.4235104000,-122.0909412000,-29.37051830647829,17.154934,0.1,234.66196,1595025043441,,,,
Fix,GT,37.4234106000,-122.0910948000,-29.54882304238032,17.914082,0.1,227.56873,1595025044441,,,,
Fix,GT,37.4232928000,-122.0912388000,-29.739472245798424,18.573692,0.1,221.13304,1595025045441,,,,
Fix,GT,37.4231587000,-122.0913697000,-29.87399608767646,19.10061,0.1,214.70987,1595025046441,,,,
Fix,GT,37.4230104000,-122.0914855000,-29.869780714124943,19.633478,0.1,209.2801,1595025047441,,,,
Fix,GT,37.4228509000,-122.0915877000,-29.667824824046363,20.114685,0.1,205.25241,1595025048441,,,,
Fix,GT,37.4226846000,-122.0916827000,-29.29121704169438,20.333801,0.1,203.69438,1595025049441,,,,
Fix,GT,37.4225165000,-122.0917732000,-28.48087196360507,20.204552,0.1,202.60562,1595025050441,,,,
Fix,GT,37.4223493000,-122.0918607000,-27.624219507562202,19.985737,0.1,202.53195,1595025051441,,,,
Fix,GT,37.4221846000,-122.0919475000,-26.583438770924545,19.67445,0.1,202.75099,1595025052441,,,,
Fix,GT,37.4220229000,-122.0920339000,-25.451591203528892,19.32344,0.1,203.08131,1595025053441,,,,
Fix,GT,37.4218645000,-122.0921192000,-24.245936651029297,18.986794,0.1,203.08263,1595025054441,,,,
Fix,GT,37.4217088000,-122.0922032000,-23.477892442294092,18.561022,0.1,203.18835,1595025055441,,,,
Fix,GT,37.4215575000,-122.0922845000,-22.823195873200575,17.996117,0.1,203.00418,1595025056441,,,,
Fix,GT,37.4214105000,-122.0923626000,-22.32528261797819,17.454521,0.1,202.76784,1595025057441,,,,
Fix,GT,37.4212678000,-122.0924389000,-22.000954282917405,17.013765,0.1,203.14407,1595025058441,,,,
Fix,GT,37.4211286000,-122.0925146000,-21.887735690439968,16.659992,0.1,203.50702,1595025059441,,,,
Fix,GT,37.4209935000,-122.0925890000,-21.972582367247924,15.977023,0.1,203.631,1595025060441,,,,
Fix,GT,37.4208657000,-122.0926588000,-22.177429093627893,14.975756,0.1,203.11967,1595025061441,,,,
Fix,GT,37.4207434000,-122.0927233000,-22.54814680321988,14.62771,0.1,202.46738,1595025062441,,,,
Fix,GT,37.4206215000,-122.0927861000,-23.034385234058675,14.634674,0.1,202.1131,1595025063441,,,,
Fix,GT,37.4205002000,-122.0928480000,-23.661579271537676,14.323383,0.1,202.0308,1595025064441,,,,
Fix,GT,37.4203830000,-122.0929072000,-24.3255995897116,13.709215,0.1,201.78734,1595025065441,,,,
Fix,GT,37.4202708000,-122.0929630000,-25.063644232767274,13.0219,0.1,201.5615,1595025066441,,,,
Fix,GT,37.4201657000,-122.0930154000,-25.76588349423264,12.083536,0.1,201.64137,1595025067441,,,,
Fix,GT,37.4200702000,-122.0930626000,-26.29086236126318,10.556517,0.1,201.37143,1595025068441,,,,
Fix,GT,37.4199854000,-122.0931041000,-26.710667737767608,9.692445,0.1,201.55234,1595025069441,,,,
Fix,GT,37.4199080000,-122.0931434000,-27.03612582876292,8.803665,0.1,202.52211,1595025070441,,,,
Fix,GT,37.4198393000,-122.0931792000,-27.251581700033512,7.802725,0.1,202.95445,1595025071441,,,,
Fix,GT,37.4197801000,-122.0932153000,-27.41971305149491,6.7970834,0.1,208.62709,1595025072441,,,,
Fix,GT,37.4197386000,-122.0932594000,-27.581886866071727,5.375472,0.1,225.0725,1595025073441,,,,
Fix,GT,37.4197200000,-122.0933094000,-27.713343908239835,4.596325,0.1,248.23315,1595025074441,,,,
Fix,GT,37.4197165000,-122.0933575000,-27.754039859842408,3.849116,0.1,265.79315,1595025075441,,,,
Fix,GT,37.4197224000,-122.0933950000,-27.803627465627585,3.0498996,0.1,280.7151,1595025076441,,,,
Fix,GT,37.4197308000,-122.0934198000,-27.847453027020038,1.7491289,0.1,290.65237,1595025077441,,,,
Fix,GT,37.4197359000,-122.0934310000,-27.875627140639153,0.5987276,0.1,295.36224,1595025078441,,,,
Fix,GT,37.4197374000,-122.0934349000,-27.888213756878486,0.30598643,0.1,296.98752,1595025079441,,,,
Fix,GT,37.4197394000,-122.0934391000,-27.89962730872412,0.6782176,0.1,298.76822,1595025080441,,,,
Fix,GT,37.4197466000,-122.0934509000,-27.93486563149645,2.1062844,0.1,304.0746,1595025081441,,,,
Fix,GT,37.4197654000,-122.0934727000,-27.984041317354922,3.557304,0.1,315.6782,1595025082441,,,,
Fix,GT,37.4197973000,-122.0934943000,-28.04828009059878,4.554062,0.1,332.1709,1595025083441,,,,
Fix,GT,37.4198417000,-122.0935055000,-28.122278659854828,5.5114784,0.1,350.05112,1595025084441,,,,
Fix,GT,37.4198925000,-122.0935090000,-28.174517513365345,5.689433,0.1,357.52493,1595025085441,,,,
Fix,GT,37.4199440000,-122.0935104000,-28.253040425460824,5.934136,0.1,358.9855,1595025086441,,,,
Fix,GT,37.4200017000,-122.0935114000,-28.296690357694274,6.8746142,0.1,359.3205,1595025087441,,,,
